category,recipe_name,recipe_url,description,ingredients,directions,serving,nutrition
Snacks and Sides,Sweet Potato Cornbread Muffins Recipe,https://www.eatright.org/recipes/snacks-and-sides/sweet-potato-cornbread-muffins-recipe,['Sweet potatoes are high in vitamins A and C. They also make a delicious addition to cornbread.'],"['2¼ cups yellow cornmeal 1 cup all-purpose flour ½ cup turbinado sugar 1 tablespoon baking powder 1½ teaspoons salt ½ teaspoon baking soda ¼ teaspoon ground ginger 1¾ cups low-fat buttermilk 1 cup mashed roasted sweet potato (about 1 large) 4 large eggs, lightly beaten ¼ cup butter, melted']","Preheat oven to 425°F (218°C).,Combine cornmeal, flour, sugar, baking powder, salt, baking soda and ginger in a large bowl. Whisk to combine.,In a medium bowl, combine buttermilk, sweet potato and eggs. Whisk until smooth.,Add sweet potato mixture to cornmeal mixture. Stir just until moistened. Then, stir in melted butter.,Spoon batter into lightly greased muffin pans, filling about three-fourths full.,Bake 18 to 22 minutes or until tops are golden brown. Cool in pan for 5 minutes.",['Serving size: 1 muffin'],['Calories: 133; Total Fat: 3.2g; Saturated Fat: 1.6g; Cholesterol: 37mg; Sodium: 292mg; Total Carbohydrate: 22.7g; Fiber: 1g; Protein: 3.4g']
Snacks and Sides,Balsamic Roasted Brussels Sprouts Recipe,https://www.eatright.org/recipes/snacks-and-sides/balsamic-roasted-brussels-sprouts-recipe,['A sweet balsamic vinegar and apple juice glaze makes Brussels sprouts a kid-pleasing vegetable.'],"['1 pound Brussels sprouts, trimmed and halved 1 tablespoon olive oil ¼ teaspoon salt ¼ teaspoon pepper ¼ cup coarsely chopped pecans ½ cup balsamic vinegar ½ cup 100% apple juice ¼ cup dried cranberries']","Preheat oven to 425°F (218°C).,Combine Brussels sprouts, olive oil, salt and pepper in a large bowl and toss. Spread Brussels sprouts in a single layer on a large rimmed baking sheet and roast for 10 minutes.,Add pecans to the baking sheet and stir. Roast 5 to 7 more minutes, or until Brussels sprouts are tender and slightly browned and pecans are golden.,Meanwhile, combine balsamic vinegar and apple juice in a small saucepan. Bring to a boil over medium-high heat. Then, reduce heat to medium, and simmer 15 minutes or until thickened and reduced to about ¼ cup. Remove from heat.,Transfer Brussels sprout mixture to a large bowl. Add cranberries. Drizzle with balsamic glaze and toss until well mixed. Serve immediately.",['Serving size: ½ cup Serves 4'],['Calories: 186; Total Fat: 8.7g; Saturated Fat: 1g; Cholesterol: 0mg; Sodium: 180mg: Total Carbohydrate: 25.2g; Dietary Fiber: 5.3g; Protein: 4.4g']
Salads,Tuscan Bean Salad with Tomatoes and Arugula Recipe,https://www.eatright.org/recipes/salads/tuscan-bean-salad-with-tomatoes-and-arugula-recipe,"['Simply delicious — prepared with just a little chopping and tossing. Served on the side or center plate in meatless meals, Tuscan Bean Salad with Tomatoes and Arugula is a flavorful dish that can help you get 1½ to 2 cups of fiber-rich beans weekly.']","['2 14-ounce cans unsalted cannellini beans 1 large red bell pepper, seeded and diced 2 medium ripe tomatoes (or 4 Roma tomatoes), diced 1 cup fresh arugula,\xa0julienned ½ cup red onion, chopped ¼ cup fresh Italian parsley,\xa0chopped 2 cloves garlic, chopped ¼ teaspoon lemon pepper, optional ⅓ cup extra-virgin olive oil 2 tablespoons balsamic vinegar 1 tablespoon red wine vinegar Salt and freshly ground pepper, to taste']","Combine all ingredients, and toss gently in a large bowl.,Eat immediately, or refrigerate for one hour before serving to let flavors blend.,Substitute regular canned beans; drain and rinse canned beans to significantly reduce sodium.,This is a great make-and-carry salad for warm weather picnics!","['Makes 8 servings as a side salad (nutrition analysis below), or 4 servings as a main dish']",['Calories: 180; Calories from fat: 90;\xa0Total fat: 10g; Saturated fat: 1.5g; Trans fat: 0g;\xa0Cholesterol: 0mg; Sodium: 40mg;\xa0Total carbohydrate: 18g; Dietary fiber: 5g; Sugars: 4g;\xa0Protein: 6g']
Salads,Colorful Couscous Salad Recipe,https://www.eatright.org/recipes/salads/colorful-couscous-salad-recipe,"Couscous becomes a salad when mixed with colorful vegetables and tossed in a lemon-thyme vinaigrette.,Prep Time:15 minutes","['2 cups cooked couscous ½ cup frozen corn, thawed 1 cup cherry tomatoes, halved 1 cup zucchini, diced (about 1 small zucchini) 1 cup orange bell pepper, diced (about 1 small bell pepper) ¼ cup (50 milliliters) extra-virgin olive oil 2 tablespoons (25 milliliters) fresh squeezed lemon juice (about 1 small lemon) 1 tablespoon fresh thyme leaves ¼ teaspoon salt ⅛ teaspoon freshly ground black pepper']","In a large bowl, add cooked couscous, corn, tomatoes, zucchini and bell pepper and stir until combined. Set aside.,In a small bowl or glass jar with lid, add olive oil, lemon juice, thyme leaves, salt and black pepper. Stir or shake until dressing ingredients are combined.,Pour dressing over couscous mixture and stir until evenly coated. Chill before serving.",['Serving Size: 1¼ cup (185 grams) Serves\xa04'],['Calories: 214; Total Fat: 13g; Saturated Fat: 2g; Cholesterol: 0mg; Sodium: 106mg; Carbohydrate 22g; Fiber: 3g; Sugar: 3g; Protein: 4g; Potassium: 296mg; Phosphorus: 54mg.']
Salads,Plum Caprese with White Balsamic Vinaigrette Recipe,https://www.eatright.org/recipes/salads/plum-caprese-with-white-balsamic-vinaigrette-recipe,"Traditional caprese gets a makeover with added plums, mint and white balsamic vinaigrette, tossed together and served like salad.,Prep Time:15 minutes","['4 ripe plums, pitted and diced 1 pint cherry tomatoes, halved 1 (8-ounce) container cherry-sized fresh mozzarella balls, drained and each ball halved 12 fresh basil leaves, sliced thin 8 fresh mint leaves, sliced thin ¼ cup (57 milliliters) white balsamic vinegar 2 tablespoons (31 milliliters) olive oil 2 teaspoons (18 milliliters) honey 1 teaspoon Dijon mustard ¼ teaspoon kosher salt Pinch black pepper']","Place plums, tomatoes, mozzarella, basil and mint in a large mixing bowl.,In a separate bowl, whisk together balsamic vinegar, olive oil, honey, Dijon mustard, salt and pepper.,Pour vinaigrette over the salad and toss gently to combine.,Transfer salad to a serving bowl and enjoy immediately.",['Servings: 6 Serving Size: 1 cup (161 grams)'],['Calories: 224; Total Fat: 16g; Saturated Fat: 7g; Cholesterol: 32mg; Sodium: 154mg; Carbohydrate: 12g; Fiber: 1g; Sugar: 5g; Protein: 9g; Potassium: N/A; Phosphorus: N/A.']
Salads,Warm Tuscan Pasta Salad Recipe,https://www.eatright.org/recipes/salads/warm-tuscan-pasta-salad-recipe,"For a simple side dish, whole-grain pasta, canned artichoke hearts, sun-dried tomatoes and vinaigrette are served warm over fresh arugula and topped with toasted hazelnuts.,Prep Time:10 minutesCooking Time:10 minutes","['3 cups dry whole-grain spiral noodles 1 clove garlic, chopped 3 tablespoons (45 milliliters) extra-virgin olive oil 1 tablespoon (15 milliliters) balsamic vinegar ½ teaspoon salt ½ teaspoon black pepper ½ cup canned artichoke hearts in water, drained and halved ½ cup rehydrated sun-dried tomatoes, chopped 1 cup arugula leaves, washed and dried ½ cup hazelnuts, chopped and lightly toasted']","Cook pasta according to package instructions.,To make vinaigrette, whisk together in a small bowl garlic, olive oil, balsamic vinegar, salt and pepper. Toss the vinaigrette with the hot cooked pasta and allow to cool slightly. Add artichoke hearts and sun-dried tomatoes and mix to combine. Serve warm over arugula and top with chopped hazelnuts.",['Serves: 4 Serving size: 1 cup pasta mixture with hazelnuts plus ¼ cup arugula (212 grams)'],"['549 calories, 25g total fat, 3g saturated fat, 0mg cholesterol, 245mg sodium, 73g carbohydrate, 14g fiber, 12g sugar, 16g protein, 1,451mg potassium, 576mg phosphorus']"
Salads,Garlicky Grilled Lettuce with Tahini Dressing Recipe,https://www.eatright.org/recipes/salads/garlicky-grilled-lettuce-with-tahini-dressing-recipe,"['A spin on the traditional wedge salad, grilled lettuce is paired with a garlic tahini dressing and topped with bacon and onions.Prep Time: 10 minutesCooking Time: 15 minutes']","['3 slices thick-cut bacon 2 tablespoons tahini 2 tablespoons minced garlic, divided 4 tablespoons (49 milliliters) olive oil, divided 2 teaspoons (17 milliliters) honey 2 teaspoons (9 milliliters) lemon juice ¼ teaspoon sea salt ¼ cup red onion, diced 1 head iceberg lettuce']","Add bacon to medium skillet over medium heat. Cook 3 minutes per side until bacon is crisp. Place bacon on a paper towel-lined plate and set aside.,To prepare dressing, combine tahini, 1 tablespoon minced garlic, 1 tablespoon olive oil, honey, lemon juice, 2 tablespoons water and sea salt in a small bowl or jar. Whisk to combine and refrigerate.,To a small bowl, add 3 tablespoons olive oil and 1 tablespoon garlic. Set aside. Rinse lettuce and pat dry with a clean towel. Cut lettuce head through the core into four equally sized wedges, then remove outermost leaves.,Preheat grill to 400°F (204°C). Brush lettuce wedges with olive oil and garlic mixture. Place lettuce cut side down and grill for 2 to 3 minutes, then turn lettuce to grill the other cut side for 2 to 3 minutes. Remove from grill and serve each wedge with 1 tablespoon tahini dressing, and equal amounts crumbled bacon and chopped red onions.","['Serves : 4 Serving Size: 1 wedge (168 grams), 1 tablespoon dressing (18 grams), plus bacon crumbles and red onion garnish (14 grams)']","['370 calories, 33g total fat, 8g saturated fat, 27mg cholesterol, 458mg sodium, 13g carbohydrate, 3g fiber, 8g sugar, 8g protein, 397mg potassium, 163mg phosphorus']"
Salads,Sesame Carrot Noodle Salad Recipe,https://www.eatright.org/recipes/salads/sesame-carrot-noodle-salad-recipe,"A subtly spicy sesame-honey dressing adds flavor to this shaved carrot salad.,Prep Time:15 minutes, plus 30 minutes of refrigerationCooking Time:1 minute","['2 tablespoons (28 milliliters) rice vinegar 2 tablespoons (42 milliliters) honey 2 tablespoons (28 milliliters) fresh lime juice 1 teaspoon lime zest 2 teaspoons (12 milliliters) toasted sesame oil 1 teaspoon freshly grated ginger ½ teaspoon kosher or sea salt ½ teaspoon crushed red pepper flakes 3 large carrots, peeled and trimmed ¼ cup chopped fresh cilantro ¼ cup chopped dry roasted peanuts']","In a large glass bowl, whisk together rice vinegar, honey, lime juice, lime zest, sesame oil, ginger, salt and red pepper flakes. Taste and adjust seasoning, if necessary.,Thinly slice carrot (about ⅛-inch thick).,Add carrot ribbons and cilantro to the bowl of dressing and toss to combine.,Cover with plastic wrap or a fitted lid and refrigerate 30 minutes.,Heat a small skillet over medium heat.,Add peanuts and toast 30 to 60 seconds, stirring frequently, until peanuts are lightly browned and fragrant. Let cool.,Just before serving, top salad with chopped peanuts.",['Serves 6 Serving size: ½ cup (53 grams)'],"['87 calories, 5g total fat, 1g saturated fat, 0mg cholesterol, 206mg sodium, 11g carbohydrate, 2g fiber, 8g sugar, 2g protein, N/A potassium, N/A phosphorus']"
Salads,Fresh Cactus Leaf Salad Recipe,https://www.eatright.org/recipes/salads/fresh-cactus-leaf-salad-recipe,"Freshnopales, or cactus leaves, offer texture and flavor similar to green beans and a sap similar to okra. Little labor is required to transform the prickly pads into a delicious dish.,Prep Time: 15 minutesCooking Time: 10 minutes","['2 cactus pads 2 garlic cloves, peeled and crushed 2 tablespoons plus 1 teaspoon kosher salt, divided ¾ cup white button mushrooms, stem removed, sliced ⅛-inch thick 2 tablespoons (30 milliliters) lime juice 1 cup diced and seeded Roma tomatoes ¾ cup diced yellow onion ⅓ cup chopped fresh cilantro 1 teaspoon minced fresh oregano leaves 1 tablespoon minced chipotle pepper, canned in adobo (adobo reserved) 2 teaspoons (10 milliliters) adobo sauce from canned chipotle 1 tablespoon (15 milliliters) olive oil']","Using a small paring knife, scrape thorns or spines from both sides of cactus pads. Trim off edges and any blemished or discolored areas. Wash well with cold water.,Cut the pads lengthwise into half-inch strips, then cut crosswise into 1- to 1½-inch pieces.,In a 4-quart pot over medium heat, combine garlic, 2 tablespoons salt and 3 quarts water. Bring to a boil.,Meanwhile, combine mushrooms and lime juice in a small bowl and allow to marinate at room temperature during completion of recipe.,Add cactus to boiling water and continue boiling, skimming any foam that floats on top, for 10 minutes until color has deepened to dark green.,Remove from heat, place in wire mesh strainer and rinse well under very cold water to remove gelatinous sap.,In a bowl, combine cooked cactus, tomatoes, onions, cilantro, oregano, chipotle peppers, adobo sauce and marinated mushrooms.,Add olive oil and remaining 1 teaspoon salt.,Toss to combine and refrigerate for about 30 minutes to allow flavors to blend before serving.",['Serves 4 Serving size: ½ cup (160 grams)'],"['73 calories, 5g total fat, 5g saturated fat, 0mg cholesterol, 622mg sodium, 7g carbohydrate, 2g fiber, 3g sugar, 2g protein, N/A potassium, N/A phosphorus']"
Salads,Japanese-Style Cucumber Salad Recipe,https://www.eatright.org/recipes/salads/japanese-style-cucumber-salad-recipe,"One of several dishes in a traditional Japanese meal, this twist on the refreshing cucumber saladkyuri no sunomonoincludes carrot instead of seaweed for a pop of color.,Prep Time: 15 minutes","['4 mini cucumbers or 1 English cucumber ¼ teaspoon iodized salt, divided 1 medium carrot, peeled 2 teaspoons (10 milliliters) mirin 2 teaspoons (10 milliliters) rice vinegar 1 teaspoon (5 milliliters) less sodium soy sauce ½ teaspoon sesame seeds']","Thinly slice cucumber (about ⅛-inch thick) and spread on a cutting board.,Sprinkle half the salt onto cucumber slices.,Turn slices over and sprinkle the rest of the salt on top. Let sit for 10 minutes.,Use a vegetable peeler to create carrot ribbons.,In a small bowl, whisk together mirin, rice vinegar and soy sauce.,Using clean hands, squeeze water out of cucumbers and place slices in a large bowl.,Add carrot ribbons.,Pour dressing over vegetables, then sprinkle sesame seeds on top.",['Serves 6 Serving size: ½ cup (60 grams)'],"['18 calories, 0g total fat, 0g saturated fat, 0mg cholesterol, 99mg sodium, 4g carbohydrate, 1g fiber, 2g sugar, 1g protein, N/A potassium, N/A phosphorus']"
Salads,Warm Collard and Black-Eyed Pea Salad Recipe,https://www.eatright.org/recipes/salads/warm-collard-and-black-eyed-pea-salad-recipe,"Thinly sliced collard greens and black-eyed peas are lightly sautéed and tossed with a simple shallot vinaigrette for a satisfying side dish.,Prep Time:15 minutesCooking Time:10 minutes","['2 tablespoons plus 1 teaspoon (35 milliliters) olive oil, divided ¼ cup minced shallot 2 teaspoons (10 milliliters) Dijon mustard 3 tablespoons (45 milliliters) red wine vinegar ¼ teaspoon kosher salt ½ teaspoon black pepper 1 teaspoon (5 milliliters) maple syrup 1 tablespoon minced garlic 1 pound collard greens, stems removed, thinly sliced 1 cup rinsed and drained canned black-eyed peas']","Heat a 4-quart sauté pan over medium heat and add 1 teaspoon olive oil.,Add shallot and cook for 3 to 4 minutes or until browned.,In a small mixing bowl, whisk together remaining olive oil, Dijon mustard, red wine vinegar, salt, pepper, maple syrup and garlic. Set aside.,Add collard greens to pan, top with prepared dressing and stir to combine.,Cook for 5 to 6 minutes or until greens are softened but still bright green.,Add black-eyed peas and toss to combine before serving.",['Serves 4 Serving size: 1 cup (100 grams)'],"['125 calories, 7g total fat, 1g saturated fat, 0mg cholesterol, 321mg sodium, 13g carbohydrate, 6g fiber, 2g sugar, 5g protein, N/A potassium, N/A phosphorus']"
